covariate 1:   type=float, missing=  0 of 100, average=-0.068994, stdev=0.927482, range=[-2.239351,2.519213], active=1
covariate 2:   type=float, missing=  0 of 100, average=0.003222, stdev=0.932112, range=[-2.586590,2.006057], active=1
covariate 3:   type=float, missing=  0 of 100, average=0.026383, stdev=0.952195, range=[-2.569519,1.917562], active=1
covariate 4:   type=float, missing=  0 of 100, average=0.069178, stdev=1.029390, range=[-1.996213,2.475585], active=1
covariate 5:   type=float, missing=  0 of 100, average=-0.007371, stdev=0.895346, range=[-2.239820,2.765934], active=1
covariate 6:   type=float, missing=  0 of 100, average=0.132053, stdev=0.885972, range=[-1.905472,1.934897], active=1
covariate 7:   type=float, missing=  0 of 100, average=0.147070, stdev=0.997479, range=[-3.039797,2.573013], active=1
covariate 8:   type=float, missing=  0 of 100, average=-0.121853, stdev=1.057754, range=[-2.478299,3.151568], active=1
covariate 9:   type=float, missing=  0 of 100, average=-0.107748, stdev=1.018050, range=[-2.541886,2.941149], active=1
covariate 10:  type=float, missing=  0 of 100, average=-0.057562, stdev=0.904118, range=[-1.913056,2.069309], active=1
covariate 11:  type=float, missing=  0 of 100, average=0.135714, stdev=0.966960, range=[-2.173122,2.373965], active=1
covariate 12:  type=float, missing=  0 of 100, average=0.124310, stdev=0.970096, range=[-1.925137,2.823949], active=1
covariate 13:  type=float, missing=  0 of 100, average=-0.072340, stdev=0.914239, range=[-1.892429,2.409397], active=1
covariate 14:  type=float, missing=  0 of 100, average=-0.047492, stdev=0.927293, range=[-2.055909,2.805267], active=1
covariate 15:  type=float, missing=  0 of 100, average=0.068065, stdev=0.987638, range=[-2.383298,2.651226], active=1
covariate 16:  type=float, missing=  0 of 100, average=-0.022056, stdev=1.080528, range=[-2.879930,2.389798], active=1
covariate 17:  type=float, missing=  0 of 100, average=-0.210336, stdev=0.862251, range=[-2.159321,2.670045], active=1
covariate 18:  type=float, missing=  0 of 100, average=0.051355, stdev=0.977023, range=[-3.123629,2.402648], active=1
covariate 19:  type=float, missing=  0 of 100, average=0.140828, stdev=0.952790, range=[-3.429001,1.902595], active=1
covariate 20:  type=float, missing=  0 of 100, average=-0.041300, stdev=0.932658, range=[-2.085710,3.336315], active=1
covariate 21:  type=float, missing=  0 of 100, average=-0.052278, stdev=1.087625, range=[-2.431526,3.768059], active=1
covariate 22:  type=float, missing=  0 of 100, average=0.127848, stdev=0.880497, range=[-1.815311,2.323881], active=1
covariate 23:  type=float, missing=  0 of 100, average=-0.159648, stdev=0.846893, range=[-2.293469,2.133165], active=1
covariate 24:  type=float, missing=  0 of 100, average=-0.009560, stdev=0.926295, range=[-2.622705,2.168911], active=1
covariate 25:  type=float, missing=  0 of 100, average=-0.059240, stdev=0.900080, range=[-2.199020,2.717596], active=1
covariate 26:  type=float, missing=  0 of 100, average=0.052728, stdev=0.965718, range=[-2.300397,2.648765], active=1
covariate 27:  type=float, missing=  0 of 100, average=0.010927, stdev=1.063671, range=[-2.191236,2.622772], active=1
covariate 28:  type=float, missing=  0 of 100, average=0.080734, stdev=0.938641, range=[-2.044819,2.564338], active=1
covariate 29:  type=float, missing=  0 of 100, average=-0.041563, stdev=0.990761, range=[-2.073062,2.669498], active=1
covariate 30:  type=float, missing=  0 of 100, average=0.177856, stdev=1.046484, range=[-2.837188,2.378427], active=1
covariate 31:  type=float, missing=  0 of 100, average=0.114633, stdev=0.993119, range=[-2.255348,2.457717], active=1
covariate 32:  type=float, missing=  0 of 100, average=0.193235, stdev=0.943904, range=[-2.680719,2.193721], active=1
covariate 33:  type=float, missing=  0 of 100, average=-0.039595, stdev=0.871999, range=[-2.042552,1.834043], active=1
covariate 34:  type=float, missing=  0 of 100, average=-0.082754, stdev=0.864203, range=[-2.045019,2.482823], active=1
covariate 35:  type=float, missing=  0 of 100, average=-0.057169, stdev=0.892526, range=[-2.109561,2.148869], active=1
covariate 36:  type=float, missing=  0 of 100, average=-0.005831, stdev=1.094017, range=[-2.920608,2.109767], active=1
covariate 37:  type=float, missing=  0 of 100, average=0.032945, stdev=1.022224, range=[-2.051371,2.985633], active=1
covariate 38:  type=float, missing=  0 of 100, average=0.022408, stdev=0.872289, range=[-2.192386,1.988414], active=1
covariate 39:  type=float, missing=  0 of 100, average=-0.004698, stdev=1.095534, range=[-2.870493,2.663771], active=1
covariate 40:  type=float, missing=  0 of 100, average=0.137810, stdev=1.070183, range=[-2.116819,2.576864], active=1
